0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	10
0	12
0	15
0	16
0	19
0	22
0	23
0	25
0	30
0	34
0	38
0	47
0	50
0	54
0	55
0	59
0	61
0	62
0	64
0	67
0	69
0	71
0	82
0	87
0	99
0	105
0	106
0	111
0	115
0	118
0	134
0	137
0	193
0	225
0	226
0	229
0	246
0	264
0	269
0	273
0	290
1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	12
1	14
1	17
1	21
1	23
1	25
1	28
1	29
1	30
1	31
1	33
1	34
1	38
1	39
1	41
1	42
1	49
1	53
1	55
1	56
1	58
1	59
1	60
1	65
1	73
1	82
1	88
1	89
1	91
1	92
1	101
1	123
1	127
1	130
1	132
1	137
1	138
1	150
1	155
1	158
1	170
1	175
1	177
1	181
1	188
1	191
1	203
1	211
1	237
1	246
1	248
1	250
1	257
1	272
1	275
1	282
1	294
2	3
2	4
2	5
2	6
2	7
2	8
2	9
2	10
2	12
2	13
2	14
2	15
2	17
2	18
2	21
2	23
2	32
2	33
2	39
2	41
2	43
2	51
2	56
2	60
2	62
2	69
2	71
2	73
2	74
2	83
2	87
2	90
2	91
2	93
2	96
2	99
2	116
2	120
2	125
2	129
2	131
2	133
2	138
2	142
2	145
2	149
2	154
2	155
2	168
2	170
2	171
2	174
2	175
2	178
2	188
2	191
2	208
2	240
2	248
2	257
2	260
2	268
3	4
3	5
3	6
3	7
3	8
3	9
3	10
3	11
3	12
3	13
3	15
3	16
3	17
3	21
3	30
3	34
3	35
3	37
3	39
3	46
3	57
3	59
3	62
3	63
3	66
3	92
3	98
3	103
3	107
3	115
3	118
3	122
3	129
3	140
3	141
3	161
3	172
3	177
3	188
3	194
3	196
3	208
3	210
3	212
3	215
3	217
3	225
3	246
3	249
3	263
3	268
3	282
3	289
3	292
4	5
4	6
4	7
4	8
4	9
4	10
4	11
4	12
4	13
4	15
4	16
4	17
4	18
4	19
4	24
4	25
4	28
4	31
4	37
4	51
4	53
4	54
4	64
4	77
4	83
4	87
4	88
4	95
4	97
4	100
4	104
4	105
4	109
4	110
4	114
4	116
4	121
4	123
4	132
4	135
4	150
4	159
4	160
4	162
4	171
4	172
4	174
4	181
4	183
4	184
4	185
4	192
4	199
4	201
4	210
4	211
4	214
4	221
4	223
4	224
4	231
4	246
4	251
4	261
4	265
4	287
4	299
5	6
5	7
5	8
5	9
5	10
5	11
5	13
5	14
5	15
5	16
5	17
5	18
5	19
5	20
5	22
5	24
5	35
5	37
5	38
5	40
5	47
5	48
5	50
5	51
5	57
5	62
5	65
5	68
5	69
5	81
5	89
5	115
5	123
5	124
5	132
5	148
5	154
5	159
5	189
5	196
5	198
5	205
5	208
5	209
5	231
5	241
5	242
5	254
5	255
5	256
5	259
5	264
5	267
5	271
5	275
5	281
5	293
5	295
6	7
6	8
6	9
6	11
6	12
6	14
6	16
6	17
6	19
6	22
6	23
6	25
6	26
6	32
6	41
6	43
6	76
6	77
6	82
6	85
6	87
6	94
6	95
6	101
6	114
6	124
6	135
6	147
6	156
6	160
6	180
6	183
6	194
6	199
6	219
6	232
6	240
6	267
6	289
6	291
6	292
6	299
7	8
7	9
7	10
7	11
7	13
7	14
7	15
7	18
7	19
7	20
7	22
7	23
7	24
7	26
7	27
7	28
7	29
7	30
7	32
7	33
7	38
7	41
7	42
7	43
7	44
7	45
7	46
7	56
7	60
7	61
7	62
7	65
7	71
7	72
7	78
7	85
7	88
7	89
7	91
7	94
7	95
7	96
7	97
7	99
7	104
7	107
7	109
7	115
7	119
7	122
7	124
7	131
7	136
7	141
7	146
7	150
7	159
7	161
7	174
7	179
7	193
7	198
7	208
7	211
7	217
7	220
7	221
7	223
7	227
7	229
7	238
7	244
7	247
7	261
7	268
7	297
7	299
8	9
8	12
8	13
8	14
8	15
8	18
8	20
8	22
8	24
8	27
8	30
8	32
8	33
8	41
8	45
8	47
8	49
8	50
8	63
8	67
8	80
8	81
8	82
8	86
8	88
8	90
8	96
8	114
8	124
8	137
8	147
8	153
8	155
8	156
8	160
8	162
8	169
8	185
8	187
8	207
8	211
8	224
8	227
8	236
8	243
8	261
8	267
8	269
9	10
9	11
9	16
9	19
9	21
9	23
9	26
9	29
9	31
9	33
9	36
9	48
9	51
9	55
9	57
9	64
9	66
9	68
9	75
9	76
9	77
9	92
9	95
9	97
9	111
9	116
9	118
9	122
9	126
9	152
9	156
9	158
9	162
9	165
9	180
9	188
9	196
9	199
9	206
9	231
9	236
9	237
9	247
9	271
9	281
9	282
9	286
10	11
10	12
10	13
10	14
10	17
10	18
10	22
10	26
10	35
10	36
10	37
10	46
10	52
10	57
10	60
10	62
10	67
10	69
10	77
10	80
10	91
10	101
10	103
10	109
10	115
10	116
10	117
10	122
10	135
10	137
10	140
10	143
10	151
10	155
10	157
10	163
10	176
10	213
10	214
10	215
10	231
10	235
10	243
10	249
10	251
10	255
10	260
11	23
11	24
11	26
11	27
11	30
11	40
11	53
11	55
11	76
11	86
11	93
11	101
11	104
11	120
11	124
11	126
11	132
11	150
11	152
11	153
11	200
11	224
11	232
11	257
11	272
11	293
11	296
12	13
12	14
12	19
12	20
12	21
12	25
12	27
12	29
12	30
12	31
12	34
12	40
12	43
12	44
12	45
12	48
12	54
12	57
12	60
12	61
12	63
12	65
12	68
12	73
12	75
12	90
12	103
12	112
12	117
12	123
12	127
12	141
12	144
12	155
12	178
12	189
12	196
12	203
12	239
12	263
12	264
12	266
12	271
12	277
12	287
12	288
12	296
13	15
13	19
13	20
13	21
13	24
13	26
13	27
13	28
13	29
13	34
13	36
13	42
13	43
13	44
13	51
13	62
13	69
13	71
13	75
13	79
13	92
13	100
13	102
13	121
13	124
13	125
13	139
13	145
13	147
13	149
13	156
13	169
13	197
13	201
13	207
13	208
13	234
13	238
13	244
13	245
13	256
13	273
13	280
14	16
14	24
14	25
14	31
14	36
14	40
14	49
14	54
14	60
14	68
14	70
14	84
14	86
14	87
14	104
14	107
14	131
14	136
14	150
14	164
14	173
14	187
14	189
14	202
14	208
14	212
14	227
14	229
14	242
14	251
14	258
14	263
14	275
14	278
14	281
15	16
15	17
15	21
15	35
15	38
15	41
15	52
15	53
15	56
15	58
15	63
15	66
15	69
15	74
15	75
15	79
15	97
15	100
15	110
15	111
15	149
15	158
15	166
15	176
15	184
15	186
15	200
15	216
15	228
15	236
15	252
15	254
15	274
15	278
15	282
15	284
15	296
16	18
16	21
16	22
16	25
16	26
16	28
16	37
16	42
16	46
16	53
16	68
16	73
16	76
16	79
16	83
16	93
16	101
16	117
16	130
16	131
16	132
16	136
16	145
16	156
16	173
16	228
16	238
16	248
16	256
16	259
16	266
16	298
17	18
17	20
17	23
17	33
17	35
17	39
17	47
17	49
17	53
17	55
17	58
17	59
17	65
17	66
17	67
17	76
17	78
17	80
17	82
17	93
17	96
17	108
17	148
17	167
17	183
17	195
17	198
17	212
17	221
17	225
17	227
17	231
17	234
17	235
17	239
18	20
18	31
