0	5
0	7
0	112
0	134
0	136
0	144
0	172
0	189
0	222
0	226
0	286
1	9
1	65
1	83
1	88
1	100
1	140
1	156
1	230
1	239
2	10
2	188
2	210
3	19
3	21
3	44
3	131
3	169
3	198
3	298
4	40
4	85
4	102
4	132
4	185
4	196
4	201
4	233
4	251
4	260
4	268
5	15
5	51
5	63
5	82
5	180
5	220
5	236
5	273
6	50
6	152
6	181
6	192
6	230
6	263
6	283
7	15
7	26
7	38
7	49
7	143
7	219
7	233
7	262
7	275
7	284
8	113
8	237
8	280
8	290
8	292
9	89
9	105
9	154
9	190
9	191
9	229
9	245
9	257
9	287
10	16
10	33
10	62
10	82
10	89
10	174
10	211
10	280
11	4
11	23
11	31
11	33
11	93
11	128
11	130
11	220
11	251
11	255
11	284
12	6
12	57
12	103
12	163
12	164
12	242
12	251
12	267
13	11
13	42
13	71
13	95
13	150
13	242
13	250
13	269
13	280
14	5
14	10
14	60
14	86
14	115
14	125
14	154
14	160
14	193
14	196
14	201
14	257
15	92
15	94
15	129
15	144
15	149
15	164
15	187
15	273
15	274
15	280
16	47
16	98
16	177
16	209
16	214
16	237
16	290
17	10
17	26
17	65
17	92
17	95
17	112
17	131
17	283
18	117
18	130
18	191
18	218
18	275
19	28
19	77
19	91
19	120
19	150
19	212
19	215
19	247
19	267
19	286
20	4
20	16
20	89
20	125
20	148
20	160
20	168
20	176
20	190
20	208
20	211
20	227
20	251
20	264
21	11
21	38
21	74
21	84
21	86
21	107
21	108
21	160
21	182
21	213
21	227
21	236
21	247
22	13
22	60
22	137
22	166
22	199
22	229
22	240
22	246
22	284
23	46
23	53
23	85
23	109
23	175
23	181
23	188
23	196
23	198
23	202
23	255
23	268
24	0
24	101
24	122
24	135
24	143
24	181
24	195
24	219
24	257
24	261
24	277
24	296
25	71
25	73
25	81
25	94
25	219
25	238
26	19
26	72
26	294
27	43
27	52
27	95
27	122
27	159
27	163
27	184
27	187
27	260
27	261
27	269
28	29
28	59
28	171
28	177
28	191
28	204
29	113
29	126
29	157
29	190
29	212
29	276
30	81
30	103
30	106
30	121
30	176
30	207
30	281
31	0
31	57
31	59
31	196
31	220
31	230
32	19
32	34
32	72
32	108
32	145
32	151
32	188
32	244
32	274
33	32
33	97
33	158
33	199
34	25
34	47
34	106
34	115
34	148
35	15
35	106
35	121
35	156
35	165
35	171
35	188
35	232
36	2
36	5
36	13
36	37
36	89
36	92
36	128
36	162
36	205
36	236
36	248
36	262
37	4
37	9
37	75
37	82
37	85
37	104
37	150
37	292
38	57
38	104
38	116
38	126
38	134
38	144
38	230
39	8
39	40
39	102
39	214
39	259
40	53
40	84
40	112
40	153
40	296
41	21
41	81
41	117
41	144
41	298
42	62
42	86
42	106
42	115
42	141
42	273
43	33
43	59
43	65
43	80
43	118
43	167
43	173
43	248
44	68
44	116
44	150
44	216
44	228
44	252
44	269
44	291
45	28
45	66
45	123
45	126
45	161
45	197
45	223
45	243
45	252
45	257
46	27
46	36
46	61
46	148
46	170
46	199
46	203
46	217
46	259
46	275
47	35
47	62
47	88
47	127
47	206
47	207
47	285
48	20
48	21
48	45
48	54
48	74
48	85
48	101
48	144
48	154
48	180
48	204
48	213
48	214
49	34
49	76
49	94
49	118
49	133
49	142
49	211
49	228
50	10
50	118
50	127
50	150
50	159
50	175
50	185
50	271
51	32
51	72
51	92
51	95
51	99
51	110
51	130
51	144
51	149
51	165
51	189
51	198
51	201
51	249
51	252
51	261
52	17
52	116
52	212
52	228
52	232
52	262
52	289
53	79
53	91
53	118
53	124
53	178
53	273
53	299
54	12
54	23
54	41
54	118
54	126
54	231
54	268
54	292
55	82
55	130
55	136
55	172
55	238
56	0
56	68
56	75
56	84
56	132
56	140
56	214
56	262
57	0
57	5
57	33
57	36
57	110
57	156
57	178
57	192
57	193
57	285
58	3
58	16
58	27
58	54
